review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R3RTTU9E23VY2L,5,0,0,N,Y
R1B885I7356E7K,5,0,0,N,Y
RTUVWVUUBF30A,3,0,0,N,N
R2L2QWWWG1A1LQ,5,0,0,N,Y
RSSDGT558W13I,5,0,0,N,Y
R1D074S66BJNI3,2,1,1,N,Y
R2ZR0MWI1LGYLE,5,2,2,N,Y
R1F2K230IMQVO4,5,0,0,N,Y
R386B2UMS8CEAV,5,0,0,N,Y
R1WCEJ4GRYOEQQ,5,0,0,N,Y
R7XUCPK1YKM40,5,0,0,N,Y
R359VY6VMS5CKK,1,0,0,N,Y
R3QUNWTSNHINC0,5,0,0,N,Y
R1TK1R716AEHM2,5,0,0,N,Y
R1LOMQHRR09P4M,4,1,1,N,Y
R1JHGAQD9GQMPI,5,0,0,N,Y
R3JB6Q5UTYREJW,5,0,0,N,Y
R2P95YL070C9UG,4,0,0,N,Y
R1O8VJOORKSIDG,5,0,0,N,Y
RJ782AYFO22O0,5,0,0,N,Y
R2VXE71SUMTPNL,5,0,0,N,N
R9P2TR1QQONNH,5,1,1,N,Y
R6FIPQ8OJAYJY,5,0,0,N,Y
R6Q4QYTART3WD,5,0,0,N,Y
R15UM3UQUE3QZO,5,1,1,N,Y
R1BZRS6OLXUXK,5,2,2,N,Y
R1117KCMEF5D2U,5,0,0,N,Y
R1T36DP71KC3BN,5,0,0,N,Y
RR8P8H4144RUD,5,0,0,N,Y
RABHMT6HI7VH4,5,0,0,N,Y
RR8R4EG8IFODS,5,1,1,N,Y
R21T8JGYPWZVAY,5,0,0,N,Y
RU3NNEZSPWNJH,4,0,0,N,Y
RIQACCU9FJA2T,5,0,0,N,Y
RAY1N3KZE9FK8,5,0,0,N,N
R3468XBXVV4YKG,5,0,0,N,Y
R10YHRRYK3RSOH,5,1,1,N,Y
RCX548BWGMI3A,5,0,0,N,Y
RIVPKPDYBDLJT,5,0,0,N,Y
R10RN1QH52KTEX,5,0,0,N,Y
R1NAXQW0S7JI8Q,1,0,0,N,Y
R1LAAV6OZMJ07V,5,0,0,N,Y
R1QGEWKB99QW3G,5,0,0,N,Y
R2UI0BY442M7IP,5,0,0,N,Y
R3IGAAXUT5CB39,5,0,0,N,Y
RYIF03YANY05,5,0,0,N,Y
R3P6DK8LTD1JR7,5,1,1,N,Y
R1PKN040TNTNQ3,3,0,0,N,Y
R1ISS3N8SE5DIB,4,0,0,N,Y
R194AWIHTDUDB5,5,0,0,N,Y
R1H328LR5VDT9,5,0,0,N,Y
R1TS3MW501CTP6,5,0,0,N,Y
R1Y3I0RJ1JZD53,5,0,0,N,Y
R1EDV9IZ0628IG,5,0,0,N,Y
R3ATXW3TX9TQM6,5,0,0,N,Y
R2UZU8OYGE54XP,5,0,0,N,Y
R32AZRLQA1MH3E,5,0,0,N,Y
R39JPUOGC8AOLS,5,1,1,N,Y
RQ9RWKPMSZ5FG,3,1,1,N,Y
R32A335DESWQ7B,5,0,0,N,Y
R6IL4WZBLD3H9,5,0,0,N,Y
R7CKF2SWTCNVJ,5,1,1,N,Y
R3MP8D5PN5AT8X,1,0,0,N,Y
R21AWN3EI7ORZU,3,0,0,N,Y
R21HU19I1WPR1N,5,0,0,N,Y
R2J1O5OO6ZJBDV,5,0,0,N,Y
RB1T637YYKKED,5,0,0,N,Y
R2CHK756Z6MWDX,1,0,0,N,Y
R3XGFQG4JXA5L,5,0,0,N,Y
R3OWZO1I5NR49Y,5,0,0,N,Y
R3LFF5NP01RDQZ,5,0,0,N,Y
R1TTP6TP47N6DM,5,0,0,N,Y
R2GB6RM04OJMWT,5,0,0,N,Y
R2RIWUPZCC3DMD,1,0,0,N,Y
R2VWINK2JDUV3H,5,0,0,N,N
R341G2V8ZOGIBL,5,0,0,N,Y
R1IW2RKKH81LBM,5,0,0,N,Y
R3J9IDCUWVUC1Q,5,1,1,N,Y
R3Q9IVMZ59PQH6,5,0,0,N,Y
R1QFDYUMAMV3ZS,5,0,0,N,Y
RZ1UHNG6LBUJX,5,0,0,N,Y
R2ZT5SJTE1CWEM,5,0,0,N,Y
RJNDXE8WWEWVL,5,0,0,N,Y
R12LSPGZFJJXN4,5,0,0,N,N
R23FSYUXVFE7VR,4,0,0,N,Y
R1QG8MM4KAIE1L,5,0,0,N,Y
RXVHZ0RNEH4H8,5,0,0,N,Y
R5GHWZQAWS2KG,5,0,0,N,Y
R1ULX14AWJU41X,5,0,0,N,Y
R3R3SQ4B0WTR0T,5,0,0,N,Y
RO12QEHH72SDR,5,0,0,N,Y
R3SILVKZXUV8TT,5,0,0,N,Y
R2R9R6KT4RPRPE,5,0,0,N,Y
R1Z9IN86S2SGS4,5,1,1,N,Y
R1YWUHNKYV9IAN,5,0,0,N,Y
RDF0B5UEENDJW,5,0,0,N,Y
R1MX00IKACHZYD,5,0,0,N,Y
R1OUF02P00VJD3,5,0,0,N,Y
R18R9O5PS4PP4G,4,1,1,N,Y
R1LPQJBIR45JNR,5,0,0,N,Y
RVHZSRHKOVHQ9,5,3,3,N,Y
R18RWVUHBRLGFO,5,0,0,N,Y
R1I1VRJESCB9QB,5,0,0,N,Y
R12X4O98ABY2YF,3,0,0,N,Y
R1I67Z3VE2HXHY,5,0,0,N,Y
R2YTFPJ6W2EB45,5,0,0,N,Y
R2D5N9OVT9CPZW,5,0,0,N,Y
R2UI4ZN5A7DQ5E,5,0,0,N,Y
R1JDOLFW6U7HN3,1,0,0,N,Y
R22MREJ33YNOGZ,5,1,1,N,Y
RBP5S4UFH4LHD,5,0,0,N,Y
R1MBQ4FUHKFOM6,5,0,0,N,Y
RZOEYNPKRH7ER,5,0,1,N,Y
R18KNI27F96BNL,5,1,1,N,Y
R2SJNHQDMF6VR9,5,0,0,N,Y
R39WVAIT9RXUFF,3,0,0,N,Y
R1XDX7POVYEUVN,5,0,0,N,Y
R1DWF36EE5KPGH,4,0,0,N,Y
R2TSU7D45AZASD,5,0,0,N,N
RSDHLAZSTBHUV,5,1,1,N,Y
R1FTT5KON5M4XI,5,0,0,N,Y
RB1VYSRBZ5VHW,5,0,0,N,Y
R9FISVO1S1TJ2,5,0,0,N,Y
R9NWS0EZ24F7K,2,0,0,N,Y
R1SKUCATGYJELJ,5,0,0,N,Y
R1X8CTICDW4Q3X,5,0,0,N,Y
R2QQZIBLBQLOUS,5,0,0,N,Y
R1G3K8X5RTEPNI,5,0,0,N,Y
R2O2ZM7DZ4SLEN,5,0,0,N,Y
R3PTNCL9PZ4UCF,5,0,0,N,Y
R3U229HF6OOJXQ,5,0,0,N,Y
R1FT131QOV1COD,5,0,0,N,Y
RBI99FKH1POMR,5,0,0,N,Y
R3T6V96DPHIJIB,5,1,1,N,Y
RJQNN6PIXC1O0,5,0,0,N,Y
R2CMVBKR2JYBVA,5,0,0,N,Y
R36B0UDG34QIBO,5,0,0,N,Y
R1HWSASYBOSR8V,5,0,0,N,Y
R1W59UN293A3D9,5,0,0,N,Y
R2Z9TCKTU2XSOQ,1,6,7,N,Y
R1NGXL7XWYN12W,5,0,0,N,Y
R1TCWU0FBJFH3C,4,0,0,N,Y
R19LNO1T5LJK7B,5,0,0,N,Y
R3VQSQNKT5YF2L,5,0,0,N,Y
R2QL1R8JZVXEZ2,5,0,0,N,Y
R3U0JPFXGVNSFZ,5,0,0,N,Y
R5RY38AC2YXVA,5,0,0,N,Y
R2D0455OM9CAQV,5,0,0,N,Y
R3JDS9066KT27,5,0,0,N,Y
R1RKQNAYL6W3R4,5,0,0,N,Y
R1K2KSV9B5LCKJ,5,0,0,N,Y
R2TWZ472OVN4ED,5,0,0,N,Y
R2192TQF7IJRIL,5,0,0,N,Y
R1W5EGN46IEYF7,5,0,0,N,Y
RUVXNR06DZERY,5,0,0,N,Y
R2QFMB1Q9XENCP,5,1,1,N,Y
R27C2VIY3SLHZD,5,0,0,N,Y
RN1KOHP22H2AI,5,0,0,N,Y
R1H9PPXXVDC8I6,5,0,0,N,Y
R37VSF9WN7G9N9,5,0,0,N,Y
R3KV6I4YIPDJFW,5,0,0,N,Y
R2PNG6MPRHDF9R,5,0,0,N,Y
R7SYDHJW91EDD,5,0,0,N,Y
R1JKXA2ZPPM0N9,5,0,0,N,Y
R1UAXC6CEQ5VTY,5,0,0,N,Y
R1LS3Q6U29DAW6,5,0,0,N,Y
R26JM2DRD0CT0D,1,0,0,N,Y
R1KP7ID3A788T3,5,0,0,N,Y
R11PJS9Y0ZZRXY,5,0,0,N,Y
R1P9EN7YKAVZ7P,5,0,0,N,Y
R300DNCQUBJBVF,5,0,0,N,Y
R1OVZWSV4AL9RF,5,0,0,N,Y
R39AMHONHO7322,4,0,0,N,Y
R123F6PBXHFL7A,5,0,0,N,Y
R3VJZO07GRZBF,5,0,0,N,Y
R1QSFE8JCZ4RKW,5,1,1,N,Y
R3YJLNQEPGZIC,5,0,0,N,Y
R2O7RQTAO8X3AT,5,0,0,N,Y
RQ4YKDK58445F,5,0,0,N,Y
R19YNZ1HND6XMD,1,0,0,N,Y
R1KB207KL0YFV4,5,1,1,N,N
RH0XC1YSMQ7RN,5,0,0,N,Y
RZNH1YPBWIQY3,5,0,0,N,Y
R1QHEYW9WQ5QXD,5,0,0,N,Y
R2R8A06OBK8SY9,5,1,1,N,Y
R1FXB2FH78MVQX,5,0,1,N,Y
R317IAPH7XUXDV,5,0,0,N,Y
R1QQEQGDFB0AZ9,5,0,0,N,Y
R2IB6SBSFA3FR8,5,1,1,N,Y
R3RS68WIYAIGTH,5,0,0,N,Y
R58N5780BV04I,5,0,0,N,Y
R2NRA71DI4ADZE,5,0,0,N,Y
R2DJRFYDDH1C22,4,0,0,N,Y
R1ZBICNGNP0CKP,5,0,0,N,Y
R17LMMLK03Q4JU,5,0,0,N,Y
R3E9Z48CPVRTCQ,5,0,0,N,Y
R32Q2QTQBOXS56,4,0,0,N,Y
RSVHJZZUUWJZK,5,0,0,N,Y
RZEU4VWJ4EMEL,5,0,0,N,Y
RV7SCNIOQDSVM,5,0,0,N,Y
R2J73OBVAYGA7E,5,0,0,N,Y
R1I4S4TO6OC2YA,5,0,0,N,Y
R1UM3W9HI8X13P,5,0,0,N,Y
R6F4CPKGSATKX,5,0,0,N,Y
R1EDYN04VG51LG,5,0,0,N,Y
R29E7CJ9OJ4LD7,5,1,1,N,Y
R23FTA6SFX6YC4,5,0,0,N,Y
RRK7YTNM0CAQ9,5,0,0,N,Y
R20TN35UVGEJ18,1,0,0,N,Y
ROYK46BKM9WHH,5,0,0,N,Y
RSLJI2X9GJPD5,5,0,0,N,Y
R1I0O8GQWODVFB,5,0,0,N,Y
R1994RDEUQ4LC8,5,0,0,N,Y
R1MLLGY4STV0P3,5,1,1,N,Y
R2KY64Z4IBFUZS,5,0,0,N,Y
R1WTIOQ2FAXLW3,5,0,0,N,Y
RAIHZTLAQ4JQ1,5,0,0,N,Y
R2198ZQY69V35A,5,0,0,N,Y
R21G3ROK0TAAPE,5,0,0,N,Y
R3FQN8RQZDAAUM,5,0,0,N,Y
R2AHDINZE3D9JN,5,0,0,N,Y
R2HKBKZGBTAE3E,5,0,0,N,Y
R1CATARP7KPO3U,5,0,0,N,Y
R1QX7NDHME7VAA,5,0,0,N,Y
R164JXCMCP290Z,5,0,0,N,Y
RO5XJBDFIT69L,5,1,1,N,Y
R3URZR3NA87JEA,5,0,0,N,Y
R33DTVG2GDYGCA,5,0,0,N,Y
R1ZMBKYYBY5N5Y,4,0,0,N,Y
R3N5MSYONG2ZFD,5,0,0,N,Y
RR30IYG29W20X,5,0,0,N,Y
R1I5S32MO2MFVA,5,0,0,N,Y
R231OGCB68MMOY,5,0,0,N,Y
RVXSR3T8RHO1Q,5,0,0,N,Y
RPAXIX9Q8UM2J,5,0,0,N,Y
R2145RWSOW6KJ3,5,0,0,N,Y
R30ZWJ93NRZ87S,5,0,0,N,Y
R1Z955C5YD1A1L,5,0,0,N,Y
R16SLM36VJ5AUQ,5,0,0,N,Y
R3DCXCHYJ4IIRO,5,0,0,N,Y
R1H3RBTI0CQQW6,3,0,0,N,Y
R3N752LKIZBHYI,1,0,0,N,Y
R1ZS2OLXLT0B0B,5,0,0,N,Y
R1888GEGH84BWX,1,0,0,N,Y
R2U1K7TMTSR68M,5,0,0,N,Y
RYL2H9YKYGQOF,5,0,0,N,Y
R2CVGBWWE2QTCA,5,0,0,N,Y
R1IK6XJW3MWGVF,5,0,0,N,Y
R3LUFH928PJLUD,5,0,0,N,Y
ROLNA540MY8TV,5,0,0,N,Y
R1CE55J1Z30FHZ,5,0,0,N,Y
R2INN2KM4LN18,5,1,1,N,Y
R3I6CLB6O28NH,5,1,1,N,Y
R1IJHCV2CVEMJI,5,1,1,N,N
R2P76R1FV3HC2C,5,0,0,N,Y
RJ713BNTX491A,5,0,0,N,Y
R3VO626D3P8JXD,5,0,0,N,N
R38DVPSCDQHAF,5,1,1,N,Y
R28JOV4ST9KHAP,5,0,0,N,Y
R26DES8D35A75E,5,0,0,N,Y
R37VIOH9IVQT4W,5,0,0,N,Y
R19YYYRK7SEUV9,5,0,0,N,Y
R3SW3PTWASCNXD,5,0,0,N,N
R1H4XT556TSLJP,5,0,0,N,Y
R1DO0W81REK51E,5,0,0,N,Y
R3IHN291WFZ9CU,5,0,0,N,Y
R2U3UN6GHI3N1U,5,1,1,N,Y
R33TQ590LZTPTR,5,0,0,N,Y
R2O48SAK8UQTY7,4,0,0,N,Y
R3NRQHMS5FOKRF,5,0,0,N,Y
RVBSCWJXVTKU6,5,0,0,N,Y
R2NWS1QWSHOHN,5,0,0,N,Y
R13DR3UU8KO7ZR,4,0,0,N,Y
R2Z62JEAKRV8C3,5,0,0,N,Y
R2GQQXF68IJ7HG,5,0,0,N,Y
RN7RM6XYLJ0DE,5,0,0,N,Y
RN2GYWUOEAIF,5,0,0,N,Y
R3SCG5IU3DN25R,5,0,0,N,Y
RHBZQNI5AIR01,5,0,0,N,Y
R21OUU5CFKF3FM,5,0,0,N,Y
R2L0N9ARB50U2Y,5,0,0,N,Y
R1GK0XF79VRDKP,5,0,0,N,Y
R1Y1K5LQP4FOMW,5,0,0,N,Y
R13VZ1DDKE08YV,5,1,1,N,Y
R3D76BFLR8DYQ1,5,1,1,N,Y
R19PUPM5ZOUWMR,5,0,0,N,Y
R611C9E5BW4HG,5,0,0,N,Y
R14QJEPTD5R3V8,5,0,0,N,Y
R3EWJSZW3ZOZZK,5,0,0,N,Y
R1FSA7KE9XAUHF,5,0,0,N,Y
RQEE1C4GNW7BR,5,0,0,N,Y
R293C7B56M3TN5,5,0,0,N,Y
R1V2PJQ3M2XWHG,5,1,1,N,Y
R9WOCRS2W6KCL,5,0,0,N,Y
R2HE5WP0QMYAX9,5,0,0,N,Y
R3S1W2Q8OFK3DX,5,1,1,N,Y
R347DN6HMGE6CQ,5,0,0,N,Y
R2CP9T3Q5YD1KK,5,0,0,N,Y
R1ZUFS4HBVT5VJ,5,0,0,N,Y
R2P20R2HV5Q81O,5,0,0,N,Y
R1VJDTXOY4NE6E,5,0,0,N,Y
R62SSVCX5X9X,5,1,1,N,Y
RA5PQW6CIDYDK,5,0,0,N,Y
R1T4W4X185RMNW,5,0,0,N,Y
R14WL0EEDWCZLC,5,0,0,N,Y
RMZG97ZDTBPSM,5,0,0,N,Y
R3ES8SIX9BV5AL,5,0,0,N,Y
R35BXDTGSE1Y0W,5,0,0,N,Y
R23AP4H32O1GMS,5,0,0,N,Y
R10MNOKNVK64QB,5,0,0,N,Y
R1LDB7ASEZH5MF,5,0,0,N,Y
R2AF7DEH6BGPF8,5,0,0,N,Y
R2IZ4N3P4ZOCHX,5,0,0,N,Y
R1ZI03LSD9I264,5,0,0,N,Y
R2INSCPC3Y0BB4,5,0,0,N,Y
RGZTCND8D5O9O,5,0,0,N,Y
R2MIQGS8MO768U,5,0,0,N,Y
R19XB1PUK9J0QZ,5,0,0,N,Y
R1F222UNTL7QVI,5,1,1,N,Y
R38PQUF98DLQEG,4,0,0,N,Y
R7SRLKC12U1VM,5,0,0,N,Y
R1XWVKR836VI05,5,0,0,N,Y
R347GX6KS8PM11,5,0,0,N,N
R1UK79535O7980,5,0,0,N,Y
R1HQCLOEI4EE2M,5,0,0,N,Y
R2YD4GQDLXLT1L,5,0,0,N,Y
RAVPFLIZ5GP79,3,0,0,N,N
RB2SD5VK781S5,5,0,0,N,Y
R2OSF4U7YV7J0F,5,0,0,N,Y
R3UKKEQ15YOPWS,5,0,0,N,Y
R3VTOT5RWHDW8E,5,0,0,N,Y
R3FCHKJFVZ8XDI,5,4,6,N,Y
R144FX21X3A6V9,5,1,1,N,Y
R3T3K96XQ9NM6T,5,0,0,N,Y
RVQ825UMNIB4M,5,0,0,N,Y
R3SZTVCO5B434C,5,0,0,N,Y
R2QFY09QEGA0JL,5,1,1,N,Y
R23SMBAX9W5Z05,5,0,0,N,Y
R2QSHBRI516JNU,5,0,0,N,Y
R2RSZYJOV37YJA,5,0,0,N,Y
R1ZB1PQC819HZP,5,0,0,N,Y
R35QUOF2ZEMAL9,5,0,0,N,Y
R2EBMXJDBZNQWU,5,1,1,N,Y
R1UE9HM2S4R710,5,0,0,N,N
RMYEDV03FLDMV,5,0,0,N,Y
R1R05Y4ZFWPTHA,5,0,0,N,Y
RDQH0YA93T1QH,1,7,8,N,Y
R18XNEQ37J7NGC,5,0,0,N,Y
R36H9HE6JQGY7T,5,0,0,N,Y
R1ARES16QABJ1W,5,0,0,N,Y
R31F03RH71G5P0,5,0,0,N,Y
R1P9510BG4KZS3,5,0,0,N,Y
R2HFU6V02L44KE,3,1,1,N,Y
R285QB04IMWWOM,5,0,0,N,Y
RFF6B6E289J1N,5,0,0,N,Y
RPGDGPS2WPB70,5,0,0,N,Y
R3INPHNEZ9OJTA,5,0,0,N,Y
RZA6Q5QGZX9F5,5,0,0,N,Y
R8GJCQH9U5YC,5,1,1,N,Y
R1W2NR457DZV9P,5,0,0,N,Y
R2XV6TLHJHILY9,5,0,0,N,Y
R36X7IAVYKANKJ,4,1,1,N,N
R3GTBMCVZ86FXT,5,0,0,N,Y
R3GBZZQK64NVCX,5,0,0,N,Y
R3F65DN2MJHSSG,5,0,0,N,Y
R38ZUGSC683L7O,5,0,0,N,Y
R16UN3T2KVI2D0,5,0,0,N,Y
R2A9X9URM7EVOA,2,1,1,N,Y
R3NMY2RJOVZXRO,5,1,1,N,Y
R3N8AD2NRBWV4B,5,0,0,N,Y
R3NYQR8IM1VBOH,5,0,0,N,Y
R1H2WWD1OB5ERC,5,0,0,N,Y
R10T9PANARK10P,5,0,0,N,Y
R15Z3KYOZTO66O,3,0,0,N,Y
RP8ZJBO2H07BJ,5,0,0,N,Y
R33V0NHXUGDEOT,5,0,0,N,Y
R1C1UIWAVPW3PL,3,1,1,N,Y
R3I5HNRU3W8XMU,5,0,0,N,Y
RYJB1LJ0FNM22,5,0,0,N,Y
R28EQC2JUEV185,5,1,1,N,Y
RMFXTVVDEYZBG,4,0,0,N,Y
R1G6KKE1LRC6BY,1,1,1,N,Y
R3BIDJ7KYEIRG4,5,0,0,N,Y
R3DRSJV4F1QBI7,5,1,1,N,Y
RF3WCUT0VT6IN,5,0,0,N,Y
RLZ102XDW1L7V,5,0,0,N,Y
R3MQWM3W56UE96,5,0,0,N,Y
ROIAEJZPMG717,5,2,2,N,N
R39SUJCQHJLUOE,5,2,2,N,Y
RQOCSFV5QF533,5,0,0,N,N
R39EXA7LGLJ7P1,5,0,0,N,Y
R11SF8RPU0Y8EM,1,1,1,N,Y
ROCWZ11Z9Z76P,5,0,0,N,N
R8M9RO1ZNSMLB,5,0,0,N,Y
R2SQP0HP6OS9OA,5,0,0,N,Y
R2YXO2D7PA07Z9,5,2,2,N,Y
R41IJSS2663UP,5,0,0,N,N
R3PGK4H0TANCI3,5,2,2,N,Y
R70TC0IDDW1NV,5,0,0,N,Y
RSGTAXX09D4O2,1,7,7,N,Y
R1ES0DKLOFKWP8,5,0,0,N,Y
R7KZ02B3BKYH,5,1,1,N,N
R1R630HG2FES95,5,0,0,N,Y
R1EUIDZIAJYZWM,5,1,1,N,Y
RWGGHQ599H8FL,5,0,0,N,Y
R1X0N28S68BYJI,5,0,0,N,Y
R3LLB3BRRBUYYM,5,0,0,N,Y
R1FJ9SNCMN91WZ,5,0,0,N,Y
R1NGIKFLEYOW9J,5,3,3,N,N
RKTCM09P2V10Z,4,1,1,N,N
RP2TRXY74K13U,5,0,0,N,Y
R23DZESWTAB4AZ,5,0,0,N,Y
RM6MB7UBBP1HC,5,0,0,N,Y
R1E6DFR0YQVPCB,5,0,0,N,Y
R1W13UK6CYHBOA,5,0,0,N,Y
R2A3MHCGI4TK8E,5,1,1,N,Y
R17GD7ZJWDOST0,5,0,0,N,Y
RJBKRFDQXCJV,5,1,1,N,Y
R35M64GBWC4LST,5,0,0,N,Y
R3L3HDD27WUF95,4,3,3,N,N
R34UFFY48HJZ00,5,0,0,N,N
R18WGMZ5ZEW3AL,5,0,0,N,Y
R160SFY5A1P289,5,2,3,N,Y
R25FHFWGABBB49,5,0,0,N,Y
RB751RBBJ0Z0C,5,0,0,N,Y
R2VLFSEHQUFSO0,5,0,0,N,Y
R336Q6GWWJV293,5,1,1,N,Y
R9CM701FWKFRC,4,1,1,N,Y
R371BLGWHOZCXL,5,2,2,N,Y
R1EYBKR98X95K,5,0,0,N,Y
R22Z6VZS902PPK,5,2,2,N,Y
RJS3WD3GLMXN8,5,2,2,N,Y
RSPF9K9UFRMHD,5,0,0,N,Y
R1XHI2OJUH4Z9I,5,0,0,N,Y
R2NS9YISYOJBNN,4,1,1,N,Y
R396OB6K3PA7YX,5,2,2,N,Y
RB36AWQF0Y1E,4,1,1,N,Y
R3JDLW0RAZ7JRT,5,0,0,N,Y
R10MVPFZ0BLOQA,5,0,0,N,Y
R215SMD99V8LML,5,0,0,N,Y
R2LWNYYTKQTMKW,5,0,0,N,Y
R209G5T7R5Q38J,5,0,0,N,Y
R32XXRP0VA69X2,3,0,0,N,Y
RWUUU0MQLIYQK,5,1,1,N,Y
R2KP1LI32ZA5QP,5,0,0,N,Y
R2I8M88K18UYXR,5,0,0,N,Y
RXKAA790V19LR,5,0,0,N,N
R2K42YP382B1II,5,0,0,N,Y
R9LJSKU0OQ6YY,5,1,1,N,Y
RPJUACHO477IM,5,0,0,N,Y
R3QW51097M2Z3S,5,1,1,N,Y
R3IJZ5VN2PU318,5,0,0,N,Y
R2UK1UVZ573BFV,5,1,1,N,Y
R579TPHHK88GG,5,0,0,N,Y
R2NNX8HT4HZB5T,5,0,0,N,Y
R300TACWEKZSIW,5,0,0,N,Y
R3LLGXVEI2GAWZ,5,1,1,N,Y
RVMQX25MXSGAN,5,0,0,N,Y
R31J8UO868IML3,5,0,0,N,Y
RTO2FM22ZJUBM,5,0,0,N,Y
R1WEW80S8K8N6D,5,0,0,N,Y
R1IHZ4605IUAR9,1,1,1,N,Y
R31TGGHYO6V8IA,5,0,0,N,Y
R1TA73TYDNRDEI,5,1,1,N,Y
R18JI86R6J1WMT,5,1,1,N,Y
R3O6ZTIH6863H9,5,0,0,N,Y
R25ISWP92ZBVV2,5,1,1,N,Y
R3U8MVDLJI9ZDX,5,0,0,N,Y
R1L12FM9RHYGQC,4,0,0,N,Y
R2SYAX4C6KVA8I,5,2,2,N,Y
R1IQEPFY5JKIM2,5,0,0,N,Y
RD6OGZY675CMD,5,1,1,N,Y
R1T33JWIN1BL7,5,1,1,N,Y
R3DPTFK4AP1QJZ,5,1,1,N,Y
RPRULLQ3NUAQC,5,0,0,N,Y
R3EHXE433A4L5T,5,1,1,N,Y
RXZ40G46N5Z96,5,0,0,N,Y
R3R4WRHF4SD9SG,5,0,0,N,Y
R2OXD5NGXVSYU0,5,0,0,N,Y
R38I7FDK8KOK6R,5,0,0,N,Y
R20DGK8HPXU07M,4,1,1,N,N
ROHJSA1TR4TS,4,0,0,N,N
R3337S1PJEXEO4,5,0,0,N,Y
R249V1JJ6Q0RJF,4,1,1,N,Y
RV3QZEGNDEEK1,5,0,0,N,Y
R31TUGWP93U59W,5,0,0,N,Y
R30XJH5F4DGZ14,5,0,0,N,Y
RADBLS7OQ6JRN,5,1,1,N,Y
R10ATU29CKOR6S,5,0,0,N,Y
R2HYKV26BO233V,5,1,1,N,Y
R1JCJ1SCLRQNQ8,5,0,0,N,Y
RHB6D1R21DDOZ,3,0,0,N,Y
R3NAA8BRDGJIL4,5,1,1,N,Y
R3GKIF7Z913J1A,5,2,2,N,Y
RAM08NISIGX4A,3,1,1,N,Y
RJS2H217LAAFH,5,0,0,N,Y
R38QKJQ0HQPPOJ,5,0,0,N,Y
R2745WLQ39F6TG,5,0,0,N,Y
R2DMA0039LQRID,5,3,3,N,Y
RTNK3ZK5RZ8I7,5,0,0,N,Y
R3L5JPIBEIF8GE,5,0,0,N,N
R1FWJS2J580LQS,4,2,2,N,N
RXSS5Q7D0BL8O,5,0,0,N,Y
R1GI6I9EXSEK40,5,0,0,N,Y
R3K1GNVZRKGLXY,5,0,0,N,Y
RZU3Y4KEDX7HX,5,0,0,N,Y
R1B6ROTGNPZBOL,5,0,0,N,Y
R4G7AITQJ6GRB,4,0,0,N,N
RTNXE7K9G4SG1,1,0,0,N,Y
R3D6WIRCEWV9ZH,5,1,1,N,Y
R1D9AQ4M158NX,5,0,0,N,Y
R3F7JI3NLJI05V,4,2,3,N,Y
R1MK3YFSZDJPS6,1,0,0,N,N
R1BE0U8SLKR4NF,5,0,0,N,Y
R2GUL5TRNQPW8,5,0,0,N,Y
